matches,mismatches,missing_hit,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
36603,14180,47421,2934,139682,0,0.2792273004745683,0.05777523974558415,237886,0.21347620288709718
