matches,missing_hit,mismatches,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
3563,229,1535,98,114,0,0.3010984699882307,0.01922322479403688,5441,0.9369601176254365
