missing_hit,matches,invalid_lift,mismatches,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
24,585,12,180,21,0,0.23529411764705882,0.027450980392156862,801,0.9550561797752809
