matches,mismatches,mismatches_next_base,invalid_lift,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
17182,9812,1452,59110,42374,0,0.3634881825590872,0.05378973105134474,128478,0.21010601036753374
