mismatches,matches,missing_hit,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
23370,75394,9731,4947,3780,0,0.23662468105787535,0.05008910129196873,112275,0.8796615453128479
