mismatches,matches,mismatches_next_base,invalid_lift,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
179,511,24,82,28,0,0.2594202898550725,0.034782608695652174,800,0.8625
