invalid_lift,missing_hit,matches,mismatches,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
58,8,566,169,15,0,0.22993197278911565,0.02040816326530612,801,0.9176029962546817
