invalid_lift,missing_hit,matches,mismatches_next_base,mismatches,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
31908,11940,30,6,20,0,0.4,0.12,43898,0.0011390040548544353
