matches,missing_hit,mismatches,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
54459,13060,16448,3712,28309,0,0.23196581437657776,0.052350261610278254,112276,0.6315419145676725
