mismatches,matches,invalid_lift,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
58446,129986,815,1782,164,0,0.3101702470917891,0.009456992442897173,189411,0.9948313455923891
