invalid_lift,matches,mismatches,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
2866,78848,22410,5217,8151,0,0.22131584664915366,0.05152185506330364,112275,0.9018748608327767
