matches,mismatches,invalid_lift,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
18878,16176,1173,1955,11028,0,0.4614594625435043,0.05577109602327837,47255,0.7418050999894191
