invalid_lift,missing_hit,matches,mismatches,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
80157,11437,16256,4425,1169,0,0.21396450848605,0.056525313089309026,112275,0.18419951013137387
