mismatches,matches,mismatches_next_base,invalid_lift,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
34972,65537,5810,2788,25181,0,0.34794893989592973,0.05780576863763444,128478,0.7823051417363284
