invalid_lift,missing_hit,matches,mismatches,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
35614,11003,358,280,34,0,0.438871473354232,0.05329153605015674,47255,0.013501216802454767
