matches,mismatches,invalid_lift,missing_hit,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
498,153,6,143,18,0,0.2350230414746544,0.027649769585253458,800,0.81375
