mismatches,matches,missing_hit,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
17028,20522,8806,2192,900,0,0.45347536617842876,0.05837549933422104,47256,0.7946080920941256
