missing_hit,matches,mismatches,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
12207,16928,14178,1682,3942,0,0.4557963093936861,0.054073169163505436,47255,0.658258385356047
