matches,invalid_lift,mismatches_next_base,mismatches,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
9819,63055,979,5323,50281,0,0.3515387663452648,0.06465460309074099,128478,0.11785675368545588
