matches,mismatches,invalid_lift,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
556,152,27,35,66,0,0.21468926553672316,0.04943502824858757,801,0.8838951310861424
