invalid_lift,missing_hit,mismatches,matches,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
191810,17803,7630,20643,1418,0,0.2698687794008418,0.05015385703674884,237886,0.11885104629948799
