invalid_lift,missing_hit,matches,mismatches_next_base,mismatches,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
7,176,477,19,140,0,0.22690437601296595,0.03079416531604538,800,0.77125
