mismatches,matches,missing_hit,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
14674,17833,9892,1760,1499,0,0.4514104654382133,0.05414218476020549,43898,0.7405120962230626
