missing_hit,mismatches,matches,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
1611,659,2173,102,998,0,0.23269774011299435,0.036016949152542374,5441,0.5204925565153464
