missing_hit,mismatches,matches,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
16869,11501,14185,1323,4701,0,0.4477536401152379,0.05150665732305536,47256,0.5435500253936009
