fraction_lifted,fraction_mismatches,fraction_mismatches_next_base,invalid_lift,matches,mismatches,mismatches_next_base,missing_chrom,missing_hit,n_sites
0.9627461544614213,0.3088068553845263,0.009502137481906148,508766,12604236,5631240,173276,0,196863,18941105
