mismatches,matches,missing_hit,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
6458,7954,18381,861,11105,0,0.44809880655009715,0.05974188176519567,43898,0.32830652877124245
