missing_hit,mismatches,matches,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
16437,56530,157276,10796,7643,0,0.26439856692515645,0.05049437340392692,237886,0.898775043508235
