matches,mismatches,mismatches_next_base,missing_hit,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
17013,13235,1744,12394,1256,0,0.43754959005554084,0.05765670457550912,43898,0.6890518930247391
