matches,mismatches,mismatches_next_base,invalid_lift,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
18000,14019,1726,1257,10621,0,0.43783378618945,0.05390549361316718,43897,0.7294120327129416
