matches,mismatches_next_base,mismatches,missing_hit,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
8593,941,6353,20709,11600,0,0.4250635621570989,0.0629599892947946,47255,0.31628399111205163
