matches,missing_hit,mismatches,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
32769,42004,17426,2931,36279,0,0.34716605239565695,0.05839227014642893,128478,0.3906894565606563
