matches,invalid_lift,mismatches,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
122269,5517,52122,1887,9503,0,0.2988801027575964,0.010820512526449185,189411,0.9207015432049881
