matches,mismatches,invalid_lift,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
79036,22552,2515,5252,8172,0,0.22199472378627397,0.05169901956924046,112275,0.9048140725896237
