missing_hit,invalid_lift,mismatches,matches,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
19140,28103,7,6,1,0,0.5384615384615384,0.07692307692307693,47256,0.00027509734213644827
