matches,missing_hit,mismatches,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
37831,20760,25463,3252,44424,0,0.4022972161658293,0.051379277656649916,128478,0.492644655116051
