missing_hit,mismatches,invalid_lift,matches,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
16045,5238,18847,7126,717,0,0.4236493044322226,0.057990941442898736,47256,0.2616387337057728
