mismatches,matches,mismatches_next_base,invalid_lift,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
55375,155652,10990,6638,20221,0,0.26240718012387043,0.05207864396499026,237886,0.8870929773084587
