fraction_lifted,fraction_mismatches,fraction_mismatches_next_base,invalid_lift,matches,mismatches,mismatches_next_base,missing_chrom,missing_hit,n_sites
0.6392871415725847,0.2349918927894665,,20424,39160,12029,,0,8459,80072
