matches,mismatches,mismatches_next_base,missing_hit,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
16520,13204,1763,16461,1070,0,0.44422015879424037,0.05931234019647423,47255,0.6290128028780023
