matches,mismatches,missing_hit,invalid_lift,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
19521,15126,7826,1425,1912,0,0.43657459520304787,0.05518515311570987,43898,0.7892614697708323
