missing_hit,matches,mismatches_next_base,mismatches,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
12808,11629,1155,8938,10523,0,0.4345796664559732,0.05615792288617689,43898,0.4685179279238234
