invalid_lift,mismatches,matches,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
6286,56013,151416,11241,24171,0,0.27003456604428505,0.05419203679331241,237886,0.8719680855535845
