missing_hit,invalid_lift,mismatches,matches,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
45805,79703,972,1998,213,0,0.32727272727272727,0.07171717171717172,128478,0.023116798206696865
