missing_hit,matches,invalid_lift,mismatches,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
39908,52478,7953,28139,4693,0,0.34904548668395,0.05821352816403488,128478,0.6274770777876368
