mismatches,mismatches_next_base,matches,invalid_lift,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
58295,11120,158693,5667,15231,0,0.2686554095157336,0.051247073570888715,237886,0.9121511984732182
