missing_hit,invalid_lift,matches,mismatches_next_base,mismatches,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
27319,15042,856,84,681,0,0.44307091737150295,0.05465191932335719,43898,0.03501298464622534
