missing_hit,invalid_lift,matches,mismatches,missing_chrom,fraction_mismatches,mismatches_next_base,fraction_mismatches_next_base,n_sites,fraction_lifted
28543,99920,15,1,0,0.0625,0,0.0,128479,0.00012453397053214922
