matches,mismatches,mismatches_next_base,invalid_lift,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
3269,1554,111,438,180,0,0.32220609579100146,0.023014721127928676,5441,0.8864179378790663
