mismatches,matches,invalid_lift,missing_hit,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
21528,64732,5748,20267,5030,0,0.24957106422443776,0.05831207975886854,112275,0.768292139835226
