matches,missing_hit,mismatches,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
38630,47485,11501,2763,14659,0,0.22941892242325107,0.05511559713550498,112275,0.44650189267423734
