matches,invalid_lift,mismatches_next_base,mismatches,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
76988,5774,4962,22015,7498,0,0.2223669989798289,0.05011969334262598,112275,0.8817902471609886
