missing_hit,matches,mismatches,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
1533,2523,1370,107,15,0,0.35191369124068844,0.02748522989982019,5441,0.715493475464069
