matches,mismatches,missing_hit,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
6905,6114,13938,803,16941,0,0.46962132268223367,0.06167908441508564,43898,0.2965738758029979
