mismatches,matches,invalid_lift,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
57061,153834,6832,10911,20159,0,0.27056592143009556,0.05173664619834515,237886,0.8865380896732048
