missing_hit,matches,mismatches,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
415,167,57,8,162,0,0.2544642857142857,0.03571428571428571,801,0.27965043695380776
