missing_hit,mismatches,mismatches_next_base,matches,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
36584,30015,5095,54503,7376,0,0.35513145128848295,0.0602830166355096,128478,0.6578402528059278
