missing_hit,matches,mismatches,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
26915,294,225,28,16464,0,0.43352601156069365,0.05394990366088632,43898,0.011822862089389038
