invalid_lift,missing_hit,mismatches,matches,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
3500,11418,14117,18220,1706,0,0.436558740761357,0.05275690385626372,47255,0.6843085387789651
