missing_hit,invalid_lift,matches,mismatches,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
10984,3499,76016,21776,4913,0,0.22267670157068062,0.05023928337696335,112275,0.8710042306835895
