matches,mismatches,missing_hit,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
51125,27844,47228,4835,2281,0,0.35259405589535137,0.06122655725664501,128478,0.614649978984729
