matches,mismatches,mismatches_next_base,invalid_lift,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
119238,43222,9386,3782,71643,0,0.2660470269604826,0.05777422134679306,237885,0.6829350316329319
