invalid_lift,missing_hit,mismatches,matches,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
2699,328,724,1690,69,0,0.299917149958575,0.028583264291632146,5441,0.4436684433008638
