missing_hit,invalid_lift,mismatches,matches,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
15837,20593,3723,3745,1171,0,0.4985270487412962,0.15680235672201392,43898,0.17012164563305845
